frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,128.1,,,,,,,,,,,,,,,,,,,60,520,451,34.46354936379988,29.89050146744951,,,,,,,,,,,,,
1,128.1,,,,,,,,,,,,,,,,,,,54,1024,553,67.86668182409822,36.650659227271795,,,,,,,,,,,,,
2,231.1,,,,,,,,,,,,,,,,,,,43,40,261,,,,,,,,,,,,,,,
3,254.3,,,,,,,,,,,,,,,,,,,42,38,260,2.5184901458161453,17.23177468189994,,,,,,,,,,,,,
4,269.2,,,,,,,,,,,,,,,,,,,66,518,450,34.33099725086219,29.824225410980667,,,,,,,,,,,,,
5,288.6,15,830,192,55.009126869142115,12.725002842018418,,,,,13,977,619,64.75170717006247,41.02487895421563,,,,,,,,,,,,,,,,,,,,,,
6,298.5,15,830,192,55.009126869142115,12.725002842018418,,,,,13,977,618,64.75170717006247,40.95860289774678,,,,,,,,,,,,,,,,,,,,,,
7,317.5,15,830,192,55.009126869142115,12.725002842018418,,,,,14,977,617,64.75170717006247,40.892326841277935,,,,,,,,,,,,,,,,,,,,,,
8,350.3,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,14,977,618,64.75170717006247,40.95860289774678,0.0,-0.663024441752767,0.0,13.32712445734205,,,,,,,,,,,,,,,,,,
9,381.9,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,14,977,618,64.75170717006247,40.95860289774678,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
10,416.6,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,14,977,617,64.75170717006247,40.892326841277935,0.0,0.08494205067667554,0.0,1.7142694384798292,,,,,,,,,,,,,,,,,,
11,449.8,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,14,977,618,64.75170717006247,40.95860289774678,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
12,549.4,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,14,977,618,64.75170717006247,40.95860289774678,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
13,649.5,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,14,977,618,64.75170717006247,40.95860289774678,0.0,0.0856609942881196,0.0,-1.708095598965496,,,,,,,,,,,,,,,,,,
14,683.8,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,14,977,618,64.75170717006247,40.95860289774678,0.0,-0.31132384249140826,0.0,-2.66088754266161,,,,,,,,,,,,,,,,,,
15,714.1,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,14,977,618,64.75170717006247,40.95860289774678,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
16,749.8,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,14,977,618,64.75170717006247,40.95860289774678,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
17,818.8,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,14,977,617,64.75170717006247,40.892326841277935,0.0,0.015763927804346,0.0,7.506632287783897,,,,,,,,,,,,,,,,,,
18,849.8,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,14,977,618,64.75170717006247,40.95860289774678,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
19,913.9,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,14,977,618,64.75170717006247,40.95860289774678,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
20,949.6,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,14,977,618,64.75170717006247,40.95860289774678,0.0,0.3528178176449532,0.0,-2.3529030853281308,,,,,,,,,,,,,,,,,,
21,1082.3,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,14,977,618,64.75170717006247,40.95860289774678,0.0,-0.11534118420287114,0.0,-0.9921822297021171,,,,,,,,,,,,,,,,,,
22,1181.4,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,14,977,618,64.75170717006247,40.95860289774678,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
23,1249.5,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,14,977,618,64.75170717006247,40.95860289774678,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
24,1349.6,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,14,977,617,64.75170717006247,40.892326841277935,0.0,0.15592969046742255,0.0,3.0218932261128453,,,,,,,,,,,,,,,,,,
25,1390.6,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,14,977,618,64.75170717006247,40.95860289774678,0.0,-0.2438136531429853,0.0,-2.3309144659941254,,,,,,,,,,,,,,,,,,
26,1449.6,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,14,977,618,64.75170717006247,40.95860289774678,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
27,1513.7,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,14,977,618,64.75170717006247,40.95860289774678,0.0,0.15611507090794788,0.0,-3.019633866691452,,,,,,,,,,,,,,,,,,
28,1546.4,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,14,977,617,64.75170717006247,40.892326841277935,0.0,0.2413692414333773,0.0,8.559192958630353,,,,,,,,,,,,,,,,,,
29,1582.2,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,14,977,618,64.75170717006247,40.95860289774678,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
30,1617.1,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,977,618,64.75170717006247,40.95860289774678,0.0,-0.22969325625028353,0.0,-4.442809598651524,,,,,,,,,,,,,,,,,,
31,1645.8,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,977,618,64.75170717006247,40.95860289774678,0.0,0.38497517710296814,0.0,-5.669737512562124,,,,,,,,,,,,,,,,,,
32,1684.3,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,14,977,618,64.75170717006247,40.95860289774678,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
33,1745.7,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,14,977,617,64.75170717006247,40.892326841277935,0.0,-0.18481201584335719,0.0,5.140807116644157,,,,,,,,,,,,,,,,,,
34,1781.6,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,977,618,64.75170717006247,40.95860289774678,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
35,1815.5,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,977,618,64.75170717006247,40.95860289774678,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
36,1946.2,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,977,618,64.75170717006247,40.95860289774678,0.0,0.11246881543883738,0.0,-2.1754122908866056,,,,,,,,,,,,,,,,,,
37,1982.5,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,977,618,64.75170717006247,40.95860289774678,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
38,2015.6,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,977,618,64.75170717006247,40.95860289774678,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
39,2049.6,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,977,618,64.75170717006247,40.95860289774678,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
40,2081.7,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,977,618,64.75170717006247,40.95860289774678,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
41,2114.0,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,977,618,64.75170717006247,40.95860289774678,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
42,2146.5,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,977,618,64.75170717006247,40.95860289774678,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
43,2182.8,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,977,618,64.75170717006247,40.95860289774678,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
44,2245.8,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,977,618,64.75170717006247,40.95860289774678,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
45,2281.7,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,977,618,64.75170717006247,40.95860289774678,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
46,2313.9,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,977,618,64.75170717006247,40.95860289774678,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
47,2355.5,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,977,618,64.75170717006247,40.95860289774678,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
48,2381.8,14,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,977,618,64.75170717006247,40.95860289774678,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
49,2445.8,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,977,618,64.75170717006247,40.95860289774678,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
50,2481.7,14,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,977,618,64.75170717006247,40.95860289774678,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
51,2513.7,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,977,618,64.75170717006247,40.95860289774678,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
52,2646.0,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,977,618,64.75170717006247,40.95860289774678,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
53,2745.8,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,977,618,64.75170717006247,40.95860289774678,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
