frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,121.4,,,,,,,,,,,,,,,,,,,52,523,524,,,,,,,,,,,,,,,
1,121.4,,,,,,,,,,,,,,,,,,,45,624,694,,,,,,,,,,,,,,,
2,221.2,9,858,571,56.864856450269805,37.843628243711024,,,,,,,,,,,,,,17,1040,780,,,,,,,,,,,,,,,
3,243.0,15,823,195,54.5451944738602,12.923831011424955,,,,,13,994,538,65.87840013003284,35.656518380239106,,,,,,,,,,,,,,11,951,573,63.02852970187247,37.97618035664871,,,,
4,267.5,15,822,195,54.47891841739135,12.923831011424955,,,,,11,993,540,65.81212407356401,35.7890704931768,,,,,,,,,,,,,,,,,,,,,,
5,282.3,15,822,195,54.47891841739135,12.923831011424955,-23.38368138069676,-243.9380177452576,512.8000302784378,5365.454580937486,13,994,539,65.87840013003284,35.72279443670795,,,,,,,,,,,,,,11,951,573,63.02852970187247,37.97618035664871,,,,
6,292.7,15,822,195,54.47891841739135,12.923831011424955,-0.9256696077618216,0.0,16.41258169790464,0.0,13,994,539,65.87840013003284,35.72279443670795,0.0,0.7459685708549276,0.0,-23.64401175451434,,,,,,,,,,12,952,573,63.09480575834132,37.97618035664871,0.9256696077618216,0.0,-16.41258169790464,0.0
7,338.2,15,822,195,54.47891841739135,12.923831011424955,0.0,0.0,0.0,0.0,14,995,539,65.9446761865017,35.72279443670795,0.8166590550247983,-0.8253547100511169,-29.934767398728372,3.1703488326423366,,,,,,,,,,12,952,573,63.09480575834132,37.97618035664871,,,,
8,373.5,15,822,196,54.47891841739135,12.9901070678938,0.0,0.4988017353512705,0.0,-4.9980133802732505,14,994,538,65.87840013003284,35.656518380239106,0.0,-0.3946667744053182,0.0,7.281674804526163,,,,,,,,,,12,952,573,63.09480575834132,37.97618035664871,0.49880173535131056,0.0,-4.998013380273652,0.0
9,405.5,15,822,195,54.47891841739135,12.923831011424955,0.0,0.0,0.0,0.0,14,994,538,65.87840013003284,35.656518380239106,0.0,-0.25994095621809915,0.0,5.808736451801102,,,,,,,,,,12,952,573,63.09480575834132,37.97618035664871,0.0,0.0,0.0,0.0
