frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,129.8,,,,,,,,,,,,,,,,,,,57,534,449,35.39141415436372,29.75794935451182,,,,,,,,,,,,,
1,129.8,,,,,,,,,,,,,,,,,,,49,45,254,,,,,,,,,,,,,,,
2,241.0,,,,,,,,,,,,,,,,,,,63,640,699,,,,,,,,,,,,,,,
3,263.1,,,,,,,,,,,,,,,,,,,67,175,18,11.598309882048037,1.1929690164392266,,,,,,,,,,,,,
4,284.8,15,863,193,57.19623673261403,12.791278898487263,,,,,13,1005,626,66.60743675119015,41.488811349497546,,,,,,,,,,,,,,,,,,,,,,
5,298.2,15,863,193,57.19623673261403,12.791278898487263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,310.1,15,863,193,57.19623673261403,12.791278898487263,,,,,13,1005,627,66.60743675119015,41.5550874059664,,,,,,,,,,,,,,,,,,,,,,
7,319.8,15,863,193,57.19623673261403,12.791278898487263,0.0,0.0,0.0,0.0,13,1005,627,66.60743675119015,41.5550874059664,0.0,0.7058586659252963,0.0,-67.87102556974001,,,,,,,,,,,,,,,,,,
8,328.6,15,863,193,57.19623673261403,12.791278898487263,0.0,0.0,0.0,0.0,14,1005,626,66.60743675119015,41.488811349497546,,,,,,,,,,,,,,,,,,,,,,
9,348.4,15,863,193,57.19623673261403,12.791278898487263,0.0,0.0,0.0,0.0,14,1005,626,66.60743675119015,41.488811349497546,0.0,-1.235478524057777,0.0,25.846831047233817,,,,,,,,,,,,,,,,,,
10,375.6,15,863,193,57.19623673261403,12.791278898487263,0.0,0.0,0.0,0.0,14,1005,626,66.60743675119015,41.488811349497546,0.0,-0.8427348450818447,0.0,12.365881806043214,,,,,,,,,,,,,,,,,,
