timestamp,0,1,2,3,4,5,6,7,8
3763233826.155,-67954.241629,1.230011,-111.046108,-0.000294,-71.845201,-2.073777,118.973426,5.032621,2.205171
3763233826.191,-68890.992209,1.241781,-110.976018,-0.000373,-71.639474,-2.089809,118.833216,5.030725,2.208647
3763233826.225,-67364.837818,1.21911,-110.99354,-0.000373,-69.597993,-2.065406,118.93838,5.031041,2.184159
3763233826.256,-68673.736612,1.240359,-110.976018,-0.000373,-71.148884,-2.088151,118.833216,5.031199,2.18645
3763233826.288,-68722.686566,1.233882,-111.046108,-0.000373,-70.594992,-2.096048,118.93838,5.033253,2.158092
3763233826.322,-67433.229068,1.219584,-110.976018,-0.000373,-73.158707,-2.058772,118.990962,5.033648,2.159987
3763233826.355,-68619.421448,1.240043,-111.028586,-0.000373,-71.623648,-2.088309,118.903334,5.031831,2.214729
3763233826.394,-68117.855244,1.23088,-110.958495,-0.000373,-74.044932,-2.026788,118.903334,5.035701,2.255094
3763233826.424,-68060.862536,1.229458,-110.976018,-0.000294,-66.464566,-2.106394,119.043544,5.028987,2.150508
3763233826.457,-68722.018446,1.234514,-111.028586,-0.000373,-70.072757,-2.101498,119.113636,5.031831,2.142372
3763233826.49,-68227.826876,1.231749,-110.99354,-0.000373,-70.294311,-2.087203,118.903334,5.031831,2.209515
3763233826.519,-68168.819683,1.229774,-110.976018,-0.000373,-76.846027,-2.046531,119.113636,5.03815,2.141108
3763233826.545,-67611.597012,1.220374,-110.870882,-0.000373,-75.485044,-2.00965,119.113636,5.037676,2.123493
3763233826.574,-68363.946317,1.232223,-110.99354,-0.000373,-65.008629,-2.124874,119.008472,5.032384,2.094582
3763233826.602,-68916.471898,1.232855,-110.976018,-0.000373,-75.485044,-2.067144,119.148709,5.03815,2.115436
3763233826.633,-67451.334123,1.219821,-110.940972,-0.000373,-75.200182,-2.03121,119.183755,5.042574,2.168519
3763233826.661,-68226.485573,1.23167,-110.940972,-0.000373,-69.772076,-2.057982,119.096127,5.03578,2.119306
3763233826.69,-68978.834879,1.24186,-111.028586,-0.000373,-65.736598,-2.143354,119.008472,5.031673,2.098531
3763233826.719,-67511.682619,1.219979,-110.976018,-0.000373,-74.551342,-2.048269,119.236337,5.038861,2.127048
3763233826.752,-67662.556389,1.234909,-110.976018,-0.000294,-75.152711,-2.055139,119.148709,5.041231,2.180367
3763233826.783,-68925.861017,1.241702,-110.905927,-0.000294,-75.579992,-2.066038,119.218801,5.039572,2.148691
3763233826.812,-67586.785444,1.220137,-110.958495,-0.000373,-65.736598,-2.085466,119.096127,5.033805,2.124599
3763233826.841,-67999.840858,1.228826,-110.976018,-0.000294,-66.116408,-2.110027,119.166219,5.032068,2.14095
3763233826.872,-68899.708146,1.241465,-111.028586,-0.000373,-70.769074,-2.114844,119.07859,5.032937,2.144268
3763233826.904,-67586.117323,1.220374,-111.028586,-0.000373,-70.389264,-2.078279,119.183755,5.033095,2.183053
3763233826.937,-68106.456702,1.2293,-110.976018,-0.000452,-76.339611,-2.055455,119.131173,5.037044,2.161804
3763233826.965,-68399.483245,1.232223,-110.888404,-0.000294,-78.191184,-2.027024,119.166219,5.037913,2.133604
3763233826.993,-68330.418813,1.23167,-110.958495,-0.000373,-67.58817,-2.092416,119.218801,5.033016,2.121913
3763233827.022,-68152.724051,1.229774,-111.028586,-0.000294,-66.55952,-2.117293,119.148709,5.033411,2.121439
3763233827.054,-67545.883306,1.226061,-110.958495,-0.000373,-76.276309,-2.032553,119.166219,5.043048,2.117726
3763233827.087,-68523.536024,1.239648,-111.028586,-0.000373,-67.825549,-2.123137,119.271383,5.03191,2.235741
3763233827.121,-68129.926968,1.229537,-110.958495,-0.000294,-72.747246,-2.08207,119.394057,5.035464,2.161725
3763233827.151,-67441.276884,1.225982,-110.940972,-0.000452,-76.782724,-2.024023,119.201265,5.043206,2.157933
3763233827.187,-68823.26908,1.241149,-110.976018,-0.000373,-73.728425,-2.090204,119.271383,5.038229,2.197114
3763233827.216,-67577.396326,1.220058,-110.92345,-0.000373,-74.51969,-2.040845,119.253847,5.041389,2.163305
3763233827.244,-67435.911674,1.219426,-110.958495,-0.000373,-67.240012,-2.065248,119.359011,5.034042,2.123256
3763233827.278,-68903.063933,1.241465,-110.958495,-0.000373,-67.857201,-2.110817,119.183755,5.030409,2.168282
3763233827.314,-67454.689911,1.219584,-110.958495,-0.000373,-67.714776,-2.06738,119.201265,5.032226,2.187634
3763233827.348,-67908.647463,1.228431,-110.870882,-0.000373,-74.946977,-2.024181,119.306429,5.037439,2.243324
3763233827.379,-68879.593668,1.23483,-110.92345,-0.000373,-70.737423,-2.069987,119.499221,5.037439,2.179103
3763233827.413,-67425.186314,1.218952,-110.940972,-0.000373,-65.388439,-2.080253,119.376547,5.034753,2.163305
3763233827.442,-68099.082069,1.229379,-110.976018,-0.000373,-65.499219,-2.114923,119.359011,5.029382,2.148059
3763233827.473,-68253.306565,1.231512,-110.99354,-0.000373,-68.474395,-2.096759,119.411593,5.031199,2.171599
3763233827.501,-68322.370997,1.22464,-110.976018,-0.000373,-76.197186,-2.028683,119.42913,5.041626,2.107615
3763233827.534,-68014.590125,1.229142,-110.976018,-0.000373,-73.902501,-2.056324,119.359011,5.041863,2.185897
3763233827.567,-68207.039216,1.231354,-110.92345,-0.000373,-74.187357,-2.057114,119.359011,5.03973,2.174996
3763233827.596,-68836.008924,1.24107,-110.958495,-0.000373,-69.898675,-2.086019,119.183755,5.037755,2.129338
