timestamp,1,2,3,4,5,6,7,8,9
3765116966.341,-46.599725,1.857842,276.831578,5.036886,-4.13283,1.137432,543.107853,-0.173564,-3.152682
3765116966.367,-44.588087,1.847099,276.610038,5.036175,-4.091581,1.166422,543.149125,-0.263359,-3.135147
3765116966.394,-39.894279,1.827904,276.467614,5.034042,-4.17408,1.154415,543.107853,-0.089535,-3.257917
3765116966.419,-42.57645,1.841095,276.594205,5.036017,-4.17408,1.13917,543.149125,-0.286893,-3.170223
3765116966.444,-47.270257,1.860133,276.594205,5.031357,-4.13283,1.183327,543.107853,-0.040097,-3.012378
3765116966.471,-44.588087,1.845756,276.562563,5.031199,-4.13283,1.13214,543.149125,-0.289026,-3.064996
3765116966.497,-43.246982,1.841332,276.704963,5.031357,-4.13283,1.196281,543.107853,-0.077926,-2.994844
3765116966.531,-43.246982,1.841332,276.578372,5.036017,-4.13283,1.195965,543.066643,-0.07532,-3.117606
3765116966.553,-43.917554,1.844808,276.594205,5.036412,-4.17408,1.130402,543.107853,-0.292816,-3.08253
3765116966.576,-46.599725,1.85879,276.879029,5.031357,-4.17408,1.161367,543.149125,-0.060551,-3.257917
3765116966.6,-43.917554,1.842675,276.910695,5.031357,-4.13283,1.166106,543.107853,-0.2448,-2.90715
3765116966.624,-39.223747,1.826245,276.910695,5.031278,-4.13283,1.137669,543.231608,-0.176408,-3.415762
3765116966.646,-43.917554,1.844413,276.831578,5.036097,-4.13283,1.194544,543.107853,-0.069397,-3.152682
3765116966.669,-47.94079,1.860685,276.815745,5.031357,-4.091581,1.129533,543.149125,-0.300556,-3.08253
3765116966.691,-44.588087,1.844571,276.610038,5.036254,-4.13283,1.14462,543.149125,-0.110069,-3.135147
3765116966.716,-39.894279,1.826166,276.736629,5.030172,-4.13283,1.176612,543.190398,-0.220712,-3.170223
3765116966.741,-43.246982,1.840937,276.815745,5.031436,-4.13283,1.126847,543.107853,-0.224503,-3.187765
3765116966.768,-47.94079,1.861712,276.673322,5.03033,-4.17408,1.188935,543.190398,-0.115518,-3.100072
3765116966.793,-40.564812,1.827193,276.515089,5.036175,-4.17408,1.166975,543.066643,-0.054786,-3.205299
3765116966.817,-39.894279,1.826245,276.673322,5.0327,-4.13283,1.16974,543.190398,-0.256725,-3.240375
3765116966.843,-47.270257,1.858474,276.562563,5.030409,-4.091581,1.152283,543.149125,-0.08069,-3.08253
3765116966.866,-47.94079,1.86108,276.594205,5.036175,-4.13283,1.177876,543.107853,-0.175539,-2.977302
3765116966.895,-40.564812,1.829878,276.530898,5.036571,-4.13283,1.124319,543.107853,-0.225056,-3.205299
3765116966.922,-42.57645,1.8407,276.64168,5.031752,-4.17408,1.156785,543.107853,-0.270782,-3.170223
3765116966.946,-47.270257,1.859659,276.926503,5.036175,-4.13283,1.192095,543.149125,-0.065211,-3.08253
3765116966.969,-43.917554,1.845993,276.831578,5.031278,-4.13283,1.133088,543.149125,-0.284919,-3.08253
3765116966.993,-40.564812,1.828615,276.657513,5.031357,-4.17408,1.135141,543.149125,-0.149556,-3.292993
3765116967.016,-43.246982,1.841016,276.720796,5.034753,-4.13283,1.17369,543.149125,-0.209261,-3.117606
3765116967.041,-43.917554,1.843544,276.815745,5.036017,-4.13283,1.140434,543.149125,-0.143712,-3.170223
3765116967.063,-43.917554,1.84544,276.768271,5.030883,-4.17408,1.196044,543.107853,-0.071924,-3.187765
3765116967.09,-43.917554,1.844176,276.86322,5.031199,-4.13283,1.136958,543.107853,-0.150109,-3.117606
3765116967.115,-43.246982,1.842122,276.530898,5.031436,-4.13283,1.179456,543.066643,-0.163219,-3.135147
3765116967.14,-42.57645,1.842201,277.053094,5.036254,-4.13283,1.13996,543.149125,-0.159507,-3.187765
3765116967.165,-47.94079,1.859264,276.610038,5.031199,-4.13283,1.176454,543.190398,-0.183673,-3.170223
3765116967.19,-44.588087,1.846151,276.784104,5.036097,-4.17408,1.1274,543.149125,-0.21471,-3.310527
3765116967.215,-39.894279,1.826087,276.625847,5.036175,-4.13283,1.19486,543.149125,-0.075083,-3.02992
3765116967.237,-41.905917,1.838252,276.736629,5.030962,-4.13283,1.12661,543.107853,-0.26328,-3.117606
3765116967.263,-47.94079,1.861554,276.879029,5.031278,-4.13283,1.187829,543.107853,-0.05139,-3.100072
3765116967.289,-42.57645,1.833749,276.610038,5.031357,-4.13283,1.123451,543.066643,-0.236507,-2.977302
3765116967.315,-39.223747,1.825771,276.720796,5.036491,-4.13283,1.187355,543.107853,-0.047284,-3.02992
3765116967.337,-43.246982,1.852628,276.625847,5.031357,-4.13283,1.128822,543.149125,-0.291316,-3.117606
3765116967.361,-47.94079,1.861475,276.704963,5.037123,-4.13283,1.155126,543.190398,-0.072635,-3.012378
3765116967.385,-43.917554,1.834065,277.005644,5.037123,-4.13283,1.131192,543.107853,-0.296054,-3.152682
3765116967.408,-39.223747,1.825376,276.515089,5.038229,-4.13283,1.14462,543.066643,-0.115281,-3.100072
3765116967.436,-43.246982,1.841648,276.799913,5.034438,-4.13283,1.194939,543.149125,-0.11844,-3.117606
3765116967.46,-45.25862,1.847968,276.815745,5.031357,-4.17408,1.14699,543.190398,-0.100513,-3.275451
3765116967.487,-43.917554,1.845519,276.720796,5.031278,-4.13283,1.161446,543.190398,-0.279786,-3.117606
3765116967.516,-43.246982,1.841332,276.689154,5.035464,-4.13283,1.156943,543.149125,-0.075636,-3.08253
3765116967.541,-45.929153,1.849311,276.86322,5.036175,-4.13283,1.129454,543.107853,-0.260832,-3.328069
3765116967.565,-44.588087,1.845598,276.831578,5.03112,-4.13283,1.192016,543.149125,-0.145291,-3.012378
3765116967.589,-43.917554,1.845914,276.594205,5.03586,-4.17408,1.128348,543.107853,-0.230663,-3.02992
3765116967.613,-43.246982,1.841411,276.736629,5.030725,-4.17408,1.189172,543.190398,-0.046968,-3.240375
3765116967.637,-41.235345,1.839042,276.831578,5.031989,-4.13283,1.131429,543.066643,-0.272599,-3.187765
3765116967.66,-43.917554,1.845993,276.847387,5.031436,-4.17408,1.168397,543.190398,-0.056998,-3.152682
3765116967.683,-47.94079,1.861396,276.704963,5.031041,-4.13283,1.176296,543.149125,-0.207682,-3.117606
3765116967.709,-42.57645,1.836988,276.64168,5.035938,-4.215329,1.131192,543.190398,-0.218264,-3.152682
3765116967.74,-39.223747,1.825297,276.64168,5.035938,-4.17408,1.158839,543.190398,-0.273468,-3.187765
3765116967.765,-47.270257,1.860922,276.673322,5.036254,-4.091581,1.194149,543.149125,-0.072635,-3.064996
3765116967.786,-46.599725,1.849232,276.752438,5.031199,-4.17408,1.128822,543.190398,-0.277732,-3.02992
3765116967.809,-39.223747,1.826087,276.768271,5.031357,-4.17408,1.149439,543.149125,-0.090562,-3.310527
3765116967.834,-39.894279,1.826798,276.657513,5.033016,-4.17408,1.195096,543.107853,-0.12689,-3.117606
3765116967.856,-47.270257,1.860685,276.958169,5.031278,-4.13283,1.130955,543.149125,-0.203417,-3.064996
3765116967.878,-44.588087,1.848126,276.64168,5.031436,-4.17408,1.184117,543.149125,-0.050522,-3.012378
3765116967.901,-39.894279,1.826245,276.784104,5.036097,-4.17408,1.168318,543.231608,-0.259094,-3.02992
3765116967.925,-42.57645,1.839753,276.546731,5.031199,-4.17408,1.133246,543.149125,-0.196309,-3.08253
3765116967.949,-47.270257,1.860843,276.894862,5.036412,-4.13283,1.187513,543.149125,-0.127759,-3.205299
3765116967.97,-44.588087,1.846546,276.879029,5.03112,-4.13283,1.126847,543.107853,-0.263675,-3.08253
3765116967.994,-39.894279,1.827114,276.799913,5.031436,-4.17408,1.158681,543.149125,-0.059525,-3.275451
3765116968.017,-42.57645,1.841411,276.752438,5.031278,-4.13283,1.178429,543.149125,-0.193308,-3.152682
3765116968.039,-46.599725,1.857131,276.673322,5.031199,-4.13283,1.128427,543.149125,-0.215658,-3.100072
3765116968.061,-43.917554,1.845519,276.799913,5.031199,-4.091581,1.180641,543.149125,-0.040176,-3.205299
