timestamp,1,2,3,4,5,6,7,8,9
3765116730.864,-40.564812,1.846941,0.969722,5.036965,-4.091581,1.137195,-3.987837,-0.652231,-3.117606
3765116730.891,-40.564812,1.846151,0.922249,5.030251,-4.13283,1.147859,-4.029094,-0.792016,-3.205299
3765116730.918,-37.212109,1.831853,0.874777,5.030093,-4.13283,1.187671,-4.070343,-0.551064,-3.275451
3765116730.945,-39.894279,1.844808,1.033018,5.030804,-4.091581,1.124793,-3.946588,-0.751265,-3.08253
3765116730.971,-43.917554,1.861949,0.969722,5.030804,-4.091581,1.188145,-3.946588,-0.624827,-3.152682
3765116730.995,-39.223747,1.843939,0.953898,5.035938,-4.091581,1.125662,-3.987837,-0.728994,-3.222841
3765116731.02,-35.871004,1.826798,0.969722,5.030804,-4.091581,1.189251,-4.029094,-0.637936,-3.345603
3765116731.051,-43.246982,1.86108,0.969722,5.035701,-4.091581,1.1823,-3.987837,-0.562831,-3.205299
3765116731.074,-43.917554,1.863213,0.874777,5.030725,-4.13283,1.150703,-3.946588,-0.787673,-3.152682
3765116731.098,-35.871004,1.828299,0.874777,5.029145,-4.13283,1.13601,-4.029094,-0.670079,-3.240375
3765116731.119,-34.529939,1.827272,0.890601,5.036807,-4.13283,1.190357,-4.070343,-0.606662,-3.257917
3765116731.142,-42.57645,1.859343,0.938074,5.036017,-4.13283,1.139723,-3.905339,-0.806074,-3.187765
3765116731.166,-43.917554,1.861791,0.953898,5.03499,-4.13283,1.147227,-3.987837,-0.587156,-3.345603
3765116731.188,-39.894279,1.835487,0.890601,5.03586,-4.050332,1.178666,-3.987837,-0.673475,-3.240375
3765116731.213,-37.882642,1.839279,0.922249,5.036571,-4.17408,1.131903,-3.946588,-0.670316,-3.257917
3765116731.237,-39.223747,1.845203,1.00137,5.030804,-4.091581,1.182616,-4.029094,-0.642043,-3.292993
3765116731.261,-39.894279,1.847494,1.00137,5.032779,-4.13283,1.119896,-3.987837,-0.779222,-3.275451
3765116731.285,-39.894279,1.846546,1.00137,5.030883,-4.17408,1.18696,-3.987837,-0.591499,-3.100072
3765116731.308,-38.553174,1.842754,1.033018,5.030883,-4.17408,1.149992,-4.029094,-0.797781,-3.345603
3765116731.332,-39.223747,1.84307,0.985546,5.035464,-4.091581,1.137669,-4.029094,-0.666446,-3.292993
3765116731.354,-39.894279,1.846783,0.811481,5.036334,-4.091581,1.183011,-3.946588,-0.640069,-3.310527
3765116731.378,-39.894279,1.846783,0.938074,5.03586,-4.091581,1.122661,-3.987837,-0.807179,-3.012378
3765116731.405,-39.223747,1.843386,0.874777,5.035938,-4.091581,1.168555,-3.987837,-0.564885,-3.100072
3765116731.431,-35.871004,1.827035,0.969722,5.030093,-4.17408,1.137274,-3.946588,-0.685637,-3.135147
3765116731.456,-40.564812,1.846546,0.969722,5.034042,-4.17408,1.171083,-3.946588,-0.752371,-3.275451
