x,Sine
-10,0.5440211108893698
-9.428571428571429,0.003793458703803766
-8.857142857142858,-0.5376395330180626
-8.285714285714286,-0.9082420937206396
-7.714285714285715,-0.9902583827456353
-7.142857142857144,-0.7576284153927209
-6.571428571428573,-0.28426840345498705
-6.000000000000002,0.2794154981989242
-5.428571428571431,0.754317479887162
-4.857142857142859,0.9895414388467796
-4.285714285714288,0.9103469443107838
-3.714285714285717,0.5418973795594074
-3.142857142857146,0.0012644889303803986
-2.5714285714285747,-0.5397701824006411
-2.0000000000000036,-0.9092974268256803
-1.4285714285714322,-0.9899030763721244
-0.8571428571428608,-0.7559753651467347
-0.28571428571428936,-0.2818428521222135
0.28571428571428203,0.28184285212220644
0.8571428571428534,0.7559753651467299
1.4285714285714248,0.9899030763721234
1.9999999999999962,0.9092974268256833
2.5714285714285676,0.5397701824006471
3.142857142857139,-0.0012644889303732932
3.71428571428571,-0.5418973795594014
4.285714285714281,-0.9103469443107809
4.857142857142852,-0.9895414388467807
5.4285714285714235,-0.7543174798871667
5.999999999999995,-0.27941549819893097
6.571428571428566,0.2842684034549803
7.142857142857137,0.7576284153927162
7.714285714285708,0.9902583827456343
8.28571428571428,0.9082420937206426
8.85714285714285,0.5376395330180685
9.428571428571422,-0.0037934587037966607
9.999999999999993,-0.5440211108893639
