frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,133.2,,,,,,,,,,,,,,,,,,,55,524,471,34.72865358967526,31.21602259682643,,,,,,,,,,,,,
1,133.2,,,,,,,,,,,,,,,,,,,32,1021,576,,,,,,,,,,,,,,,
2,255.4,,,,,,,,,,,,,,,,,,,31,361,417,,,,,,,,,,,,,,,
3,277.7,,,,,,,,,,,,,,,,,,,62,273,715,18.093363415994936,47.387380375224836,,,,,,,,,,,,,
4,303.0,15,778,190,51.56277193276213,12.592450729080726,,,,,14,930,613,61.63673251602671,40.62722261540255,,,,,,,,,,,,,,,,,,,,,,
5,315.7,15,778,190,51.56277193276213,12.592450729080726,,,,,14,930,614,61.63673251602671,40.693498671871396,,,,,,,,,,,,,,,,,,,,,,
6,325.2,16,778,190,51.56277193276213,12.592450729080726,,,,,14,930,613,61.63673251602671,40.62722261540255,,,,,,,,,,,,,,,,,,,,,,
7,350.9,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,613,61.63673251602671,40.62722261540255,0.0,0.23425979173548653,0.0,9.781202160145579,,,,,,,,,,,,,,,,,,
8,382.0,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,-0.2612908766707516,0.0,-7.882077727624481,,,,,,,,,,,,,,,,,,
9,416.0,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.052243227129211055,0.0,-14.926636322631838,,,,,,,,,,,,,,,,,,
10,445.8,16,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,-0.3222212535614798,0.03627936801217583,-6.79075349971506,-13.953603081606284,,,,,,,,,,,,,,,,,,
11,482.7,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,613,61.63673251602671,40.62722261540255,0.0,-0.32577607566865985,0.0,6.601338919324415,,,,,,,,,,,,,,,,,,
12,513.8,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,613,61.63673251602671,40.62722261540255,0.0,-0.3424337985626901,0.0,6.855531502756553,,,,,,,,,,,,,,,,,,
13,545.9,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,929,613,61.57045645955787,40.62722261540255,-3.7833462112435554e-16,-0.33104923311110934,13.228740583860505,6.614370291930254,,,,,,,,,,,,,,,,,,
14,581.4,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,613,61.63673251602671,40.62722261540255,0.0,0.3282247357208611,0.0,6.650957157464258,,,,,,,,,,,,,,,,,,
15,613.7,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,613,61.63673251602671,40.62722261540255,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
16,646.0,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,613,61.63673251602671,40.62722261540255,0.4147074379697207,0.14757951089436833,-4.942877687362585,2.9486415763110547,,,,,,,,,,,,,,,,,,
17,681.6,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.2582986596939808,0.0,-8.046687217881027,,,,,,,,,,,,,,,,,,
18,781.5,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,613,61.63673251602671,40.62722261540255,0.0,0.41527715741120347,0.0,4.94966814554474,,,,,,,,,,,,,,,,,,
19,813.8,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.14739468382806092,0.0,-2.9508445210822987,,,,,,,,,,,,,,,,,,
20,846.0,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,613,61.63673251602671,40.62722261540255,0.0,-0.1550070323532263,0.0,3.018637436284835,,,,,,,,,,,,,,,,,,
21,881.5,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,15,930,614,61.63673251602671,40.693498671871396,0.0,0.2586382691467085,0.0,-8.08244591083464,,,,,,,,,,,,,,,,,,
22,913.7,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
23,948.7,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,613,61.63673251602671,40.62722261540255,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
24,1045.5,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,613,61.63673251602671,40.62722261540255,0.0,-0.009386997930987432,0.0,4.813845092813958,,,,,,,,,,,,,,,,,,
25,1081.7,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,-0.20430946397036143,0.0,-2.4322555234566834,,,,,,,,,,,,,,,,,,
26,1113.6,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,613,61.63673251602671,40.62722261540255,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
27,1213.4,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.00046964342368872766,0.0,-4.696434236891669,,,,,,,,,,,,,,,,,,
28,1245.8,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,613,61.63673251602671,40.62722261540255,0.0,-0.21070769254131982,0.0,2.354275894316423,,,,,,,,,,,,,,,,,,
29,1285.0,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,613,61.63673251602671,40.62722261540255,0.0,0.21207051294455653,0.0,2.4745684124218954,,,,,,,,,,,,,,,,,,
30,1381.5,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,613,61.63673251602671,40.62722261540255,0.0,-0.15352443926208648,0.0,2.864261926531462,,,,,,,,,,,,,,,,,,
31,1424.8,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,613,61.63673251602671,40.62722261540255,0.0,0.4973760736174361,0.0,5.557274565557946,,,,,,,,,,,,,,,,,,
32,1446.1,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.15766018206880006,0.0,-3.150053587788209,,,,,,,,,,,,,,,,,,
33,1488.7,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,613,61.63673251602671,40.62722261540255,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
34,1513.8,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.41412089418454484,0.0,-7.42817747416224,,,,,,,,,,,,,,,,,,
35,1546.2,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
36,1583.2,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,613,61.63673251602671,40.62722261540255,0.0,0.14981863983665306,0.0,3.1707648642677886,,,,,,,,,,,,,,,,,,
37,1625.3,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
38,1713.4,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
39,1745.8,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.18527355604619283,0.0,-2.734665033892145,,,,,,,,,,,,,,,,,,
40,1781.9,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
41,1814.5,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
42,1881.3,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
43,1913.8,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
44,1948.7,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
45,1983.2,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
46,2045.5,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,11,1079,847,71.51186492988475,56.1358198291125,,,,
47,2085.1,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,12,1055,844,69.92123957463245,55.93699165970596,,,,
48,2113.6,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,12,1033,840,68.46316633231784,55.67188743383058,,,,
49,2145.6,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,12,1015,832,67.27019731587862,55.14167898207981,-36.39102750611129,-16.852832195877337,119.54594070153561,-138.28881523563987
50,2181.8,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,13,998,822,66.14350435590823,54.47891841739135,-36.59324286601325,-20.764024576353528,51.15419678356277,-117.59478171998107
51,2213.8,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,13,984,810,65.21563956534439,53.6836057397652,-31.226598832397745,-23.507527305289347,23.629699476732753,-73.14164922144097
52,2245.9,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,12,969,796,64.22149871831171,52.75574094920135,-28.471378006246113,-25.218686526119605,38.37329159886633,-28.52782145912102
53,2345.4,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,13,918,747,60.84141983840056,49.5082141822279,-19.5510661702814,-22.478963567489608,157.18537162391723,96.62975737846415
54,2381.5,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,13,910,735,60.311211386649795,48.71290150460175,-17.97993239482256,-20.20073034350371,134.35081856232745,112.57870302926015
55,2413.9,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,13,905,726,59.97983110430556,48.11641699638214,-17.319621951849044,-17.786244838653868,94.38570904871791,117.00927011942747
56,2452.7,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,13,900,719,59.64845082196133,47.65248460110022,-12.761415158488184,-13.359660759481937,-30.630832727491647,73.34792776613412
57,2481.6,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,13,893,713,59.18451842667941,47.25482826228714,-10.051536346023877,-11.036607722048014,24.058692902181807,70.52065004677782
