frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,136.3,,,,,,,,,,,,,,,,,,,39,510,548,,,,,,,,,,,,,,,
1,136.3,,,,,,,,,,,,,,,,,,,47,47,310,,,,,,,,,,,,,,,
2,244.3,,,,,,,,,,,,,,,,,,,15,794,610,,,,,,,,,,,,,,,
3,266.2,15,779,189,51.629047989230976,12.52617467261188,,,,,13,931,614,61.703008572495555,40.693498671871396,,,,,,,,,,,,,,,,,,,,,,
4,290.2,16,779,189,51.629047989230976,12.52617467261188,,,,,14,931,614,61.703008572495555,40.693498671871396,,,,,,,,,,,,,,,,,,,,,,
5,316.1,15,779,189,51.629047989230976,12.52617467261188,,,,,14,931,613,61.703008572495555,40.62722261540255,,,,,,,,,,,,,,,,,,,,,,
6,346.6,15,779,189,51.629047989230976,12.52617467261188,0.0,0.09526240342475889,0.0,2.3697115279790757,14,931,614,61.703008572495555,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
7,381.8,15,779,189,51.629047989230976,12.52617467261188,0.0,0.0,0.0,0.0,14,931,613,61.703008572495555,40.62722261540255,0.0,-0.4977249355043263,0.0,4.93041045571398,,,,,,,,,,,,,,,,,,
8,414.3,15,779,189,51.629047989230976,12.52617467261188,0.0,0.0,0.0,0.0,14,931,613,61.703008572495555,40.62722261540255,0.0,0.10697164211170024,0.0,2.1786485155132436,,,,,,,,,,,,,,,,,,
9,546.3,16,779,190,51.629047989230976,12.592450729080726,0.0,-0.3308824651949887,0.0,-6.637561989869387,14,931,614,61.703008572495555,40.693498671871396,0.0,-0.44161923512940116,0.0,-4.422826591180784,,,,,,,,,,,,,,,,,,
10,583.7,15,779,189,51.629047989230976,12.52617467261188,0.0,0.0,0.0,0.0,14,931,613,61.703008572495555,40.62722261540255,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
11,616.7,15,779,189,51.629047989230976,12.52617467261188,0.0,0.0,0.0,0.0,14,931,614,61.703008572495555,40.693498671871396,0.0,0.10616186864676885,0.0,-2.1866502295935932,,,,,,,,,,,,,,,,,,
12,646.3,15,779,189,51.629047989230976,12.52617467261188,0.0,-0.3356329414463762,0.0,6.542552464841639,14,931,613,61.703008572495555,40.62722261540255,0.0,-0.016795102029141824,0.0,12.91930925318597,,,,,,,,,,,,,,,,,,
13,681.7,15,779,189,51.629047989230976,12.52617467261188,0.0,0.32704789885148466,0.0,6.6744469153364205,14,931,613,61.703008572495555,40.62722261540255,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
14,713.8,15,779,189,51.629047989230976,12.52617467261188,0.0,0.0,0.0,0.0,14,931,614,61.703008572495555,40.693498671871396,0.0,-0.3260129871712847,0.0,-6.714994586432235,,,,,,,,,,,,,,,,,,
15,748.9,15,779,189,51.629047989230976,12.52617467261188,0.0,0.0,0.0,0.0,14,931,614,61.703008572495555,40.693498671871396,0.0,0.31475078765258174,0.0,-6.456426413386292,,,,,,,,,,,,,,,,,,
16,781.9,15,779,190,51.629047989230976,12.592450729080726,0.0,0.1582026363952923,0.0,-10.044611834621698,14,931,613,61.703008572495555,40.62722261540255,0.0,0.21743920785699097,0.0,4.340103949241339,,,,,,,,,,,,,,,,,,
